crt_nr,crt_name,crt_region,other_nr,int_area_m2
4027,Pasterzen Kees,Glocknergruppe,5073,2789.5141519143413
9064,Floiten Kees,Zillertaler_Alpen,9073,396.1152687196694
9097,Grosser Riepen Kees,Zillertaler_Alpen,9110,216.19673849415582
4027,Pasterzen Kees,Glocknergruppe,5093,138.76851847889793
2150,Rettenbach Ferner,Oetztaler_Alpen,14007,50.06453799390768
14015,Taschach Ferner W,Oetztaler_Alpen,14016,44.408932800898526
9015,Ziller Kees,Zillertaler_Alpen,9016,42.446606735953985
3002,Wildlahner Ferner,Zillertaler_Alpen,3003,36.115450240524545
5054,Teufelsmühl Kees,Glocknergruppe,5068,35.49630872021884
6033,Welitz Kees S,Venedigergruppe,6034,31.278111114744036
5141,Krimmler Kees,Venedigergruppe,6045,20.658324523524133
6053,Rainer Kees,Venedigergruppe,6077,19.121063221097508
5053,Hochgruber Kees,Glocknergruppe,5069,14.972279647658958
5020,Sparangerkees,Sonnblickgruppe,5021,11.671052397117052
5123,Untersulzbach Kees,Venedigergruppe,5129,10.951086157885928
5123,Untersulzbach Kees,Venedigergruppe,6077,10.049434098204173
5129,Obersulzbach Kees,Venedigergruppe,6052,9.923546550575917
3002,Wildlahner Ferner,Zillertaler_Alpen,9110,7.848874773429943
5056,Sandboden Kees,Glocknergruppe,5066,6.531265961900577
5123,Untersulzbach Kees,Venedigergruppe,6053,6.2461966501707185
6046,Maurer Kees W,Venedigergruppe,6048,5.602623827713888
9099,Friesenberg Kees,Zillertaler_Alpen,9110,4.777367978942741
2072,Langtaler Ferner,Oetztaler_Alpen,2074,4.427295607018072
2133,Vernagt Ferner,Oetztaler_Alpen,14014,3.6055810467479965
2086,Loob Ferner,Oetztaler_Alpen,2088,3.1902294172663463
5071,Bärenkopf Kees,Glocknergruppe,5072,2.230251899676194
2063,Rotmoos Ferner,Oetztaler_Alpen,2068,1.9716871873512727
4027,Pasterzen Kees,Glocknergruppe,5051,1.9115117370665695
11001,Schladminger Gletscher,Dachstein,11002,1.823975493221591
2041,Triebenkarlas Ferner,Stubaier_Alpen,2042,1.5557230365110704
6040,Umbal Kees,Venedigergruppe,6045,0.6313981984805614
4026,Hoffmanns Kees,Glocknergruppe,4027,0.5265535317030583
2128,Hintereiswände,Oetztaler_Alpen,7022,0.3503146884427972
5086,NN,Glocknergruppe,5087,0.2823108751820499
3041,Ruderhof Ferner ob.,Stubaier_Alpen,3042,0.019063404865615325
6054,Mullwitz Kees,Venedigergruppe,6077,0.013356185711611582
9040,Grasleiten Kees S,Zillertaler_Alpen,9055,0.012767151882110205
3035,Schaufel Ferner,Stubaier_Alpen,3036,0.009211698912994217
2046,Hangender Ferner,Stubaier_Alpen,2047,0.006555258728169602
6054,Mullwitz Kees,Venedigergruppe,6066,0.002619463338990012
2164,Äusserer Pirchelkar Ferner S,Oetztaler_Alpen,14002,0.001017486324495387
6107,Laperwitz Kees,Glocknergruppe,6108,0.0009056925750314804
5123,Untersulzbach Kees,Venedigergruppe,6078,0.0007615882943919439
4036,Kleinfleißkees,Sonnblickgruppe,5031,0.0007035562886269155
2126,Vernaglwand Ferner S,Oetztaler_Alpen,2127,0.000596255081287229
2129,Kesselwand Ferner,Oetztaler_Alpen,7022,0.0004727591382871281
9075,Horn Kees,Zillertaler_Alpen,9076,0.00018380635306947113
1002,Lisenser Ferner,Stubaier_Alpen,3060,6.517293850410296e-05
2136,Rofenkar Ferner,Oetztaler_Alpen,14014,5.470157841065342e-06
6053,Rainer Kees,Venedigergruppe,6054,1.898186529973863e-06
6066,Frosnitzkees,Venedigergruppe,6077,3.425104682402871e-08
3058,Berglas Ferner,Stubaier_Alpen,3060,1.917043817336846e-08
6077,Schlaten Kees,Venedigergruppe,6078,2.0749339337131827e-09
